,EAN,,Name,,,,,,EKN
,801875900031,0,Basilikum in Olivenöl,130g,SEL,302,7,0,"2,50 €"
,801875900001,0,Passata di pomodoro,690g,SEL,302,7,0,"1,92 €"
,400091510451,0,Pesto Genovese,165g,ISA,102,7,0,"2,79 €"
,10900,0,Neutral Shampoo Duschgel Totes Meer,kg,CMD,602,19,0,"12,60 €"
,520242320112,0,Kapern in Olivenöl,180g,MAN,302,7,0,"3,64 €"
,520242318004,0,getrocknete Tomate in Olivenöl,180g,MAN,302,7,0,"3,64 €"
,520242331298,0,Cocktail mediterran,180g,MAN,302,7,0,"3,42 €"
,400091510461,0,Kapern Calabrese,180g,ISA,302,7,0,"2,06 €"
,400091510453,0,Pesto Pomodoro,165g,ISA,302,7,0,"2,79 €"
,402696800580,0,Herings Platte m.Gemüsebeilage,200g,FON,300,7,0,"2,28 €"
,841243928510,0,Thunfisch naturell,120g,PDM,300,7,0,"2,15 €"
,401643500155,0,Gewürzgurken,370ml,SWZ,302,7,0,"2,33 €"
,871182319486,0,Kidneybohnen,350ml,RIT,302,7,0,"1,27 €"
,871182319477,0,Erbsen fein,350ml,RIT,302,7,0,"1,60 €"
,426036027149,0,Weiße Bohnen in Tomatensauce,350g,NPU,302,7,0,"1,49 €"
,426036027148,0,Weiße Bohnen im Glas,350g,NPU,302,7,0,"1,21 €"
,400930964271,0,Maiskölbchen im Glas,240ml,MAR,300,7,0,"3,39 €"
,400930911121,0,Gurkentopf,1700ml,MAR,302,7,0,"4,99 €"
,400930944430,0,Rotkohl,720ml,MAR,302,7,0,"1,94 €"
,400930945024,0,Rote Bete Scheiben,720ml,MAR,302,7,0,"2,20 €"
,400930911447,0,Cornichons,330ml,MAR,302,7,0,"2,99 €"
,400930902430,0,Sauerkraut,720ml,MAR,302,7,0,"1,86 €"
,400930954267,0,Erbsen im Glas,370ml,MAR,302,7,0,"2,05 €"
,400930956267,0,Erbsen & Karotten,370ml,MAR,302,7,0,"2,05 €"
,520242320101,0,Grüne Oliven & Kalamata Oliven m.Zitrone,280g,MAN,302,7,0,"3,27 €"
,402694100008,0,Rotkohl im Glas,350g,,302,7,0,"1,70 €"
,402694100001,0,Gurkinis (Cornichons),330g,BOY,302,7,0,"2,27 €"
,402694100402,0,Rote Bete in Scheiben,330g,BOY,302,7,0,"1,50 €"
,402694100012,0,Hot Pepinos,180g,BOY,302,7,0,"3,40 €"
,402694100407,0,Hot Pepo,480g,BOY,302,7,0,"3,30 €"
,426051966001,0,Gelbe Linsen Daal,380g,tbb,302,7,0,"2,79 €"
,426036027180,0,Erbsen & Möhren im Glas,350g,NPU,300,7,0,"1,48 €"
,426036027147,0,Dicke Bohnen im Glas,350g,NPU,302,7,0,"1,61 €"
,426036027137,0,Rotkohl im Glas,350g,NPU,302,7,0,"1,16 €"
,426036027154,0,Bohnen Mischung im Glas,350g,NPU,302,7,0,"1,61 €"
,426036027150,0,Kichererbsen im Glas,350g,NPU,302,7,0,"1,40 €"
,401563784310,0,Apfel Mango Mark,360g,BAK,302,7,0,"1,69 €"
,426036027152,0,Kidneybohnen im Glas,350g,NPU,302,7,0,"1,36 €"
,401563784313,0,Apfel Bananen Mark,360g,BAK,302,7,0,"1,69 €"
,426036027157,0,Apfelmark,360g,NPU,302,7,0,"1,20 €"
,401563782577,0,7 Zwergemus,360g,BAK,401,7,0,"1,52 €"
,401563782213,0,Apfel Sanddorn Mus,360g,BAK,302,7,0,"1,73 €"
,404401940083,0,Mandarinen,370ml,MOR,302,7,0,"2,44 €"
,404401940022,0,Mango Stücke im Glas,370ml,MOR,302,7,0,"2,79 €"
,400930975541,0,Pflaumen halbe Früchte,720ml,MAR,302,7,0,"3,09 €"
,404401940100,0,Jackfrucht natural gewürfelt,180g,MOR,302,7,0,"1,97 €"
,401973601281,0,Chili sin Carne,370g,ZWE,302,7,0,"2,07 €"
,426011229525,0,Salsa Sauce,250ml,mks,302,7,0,"2,21 €"
,401846219300,0,Curry Mango Sauce,250ml,BYO,302,7,0,"2,54 €"
,401846219400,0,Chili Paprika Sauce,250ml,BYO,302,7,0,"2,54 €"
,426011229223,0,Dirty Harry classic BBQ Sauce,250ml,mks,302,7,0,"3,75 €"
,426011229505,0,Zitronen Mayonnaise,200ml,mks,302,7,0,"2,10 €"
,426011229536,0,Vegane Mayonnaise,250ml,mks,302,7,0,"1,90 €"
,401846215870,0,Kräuter Remoulade,250ml,BYO,302,7,0,"2,54 €"
,404401939002,0,Kokosmilch 22%Fett,200ml,MOR,302,7,0,"1,12 €"
,871357611410,0,Kokosmilch 22% Fett,400g,TER,302,7,0,"1,80 €"
,426049701004,0,Bio Würze Asia,300g,epl,301,7,0,"6,52 €"
,401651206110,0,Kräuter Flüssigwürze,107g,ERN,301,7,0,"2,27 €"
,401651206115,0,Kräuter Flüssigwürze,297g,ERN,1000,7,0,"4,45 €"
,403091700300,0,Habanero Hot Sauce,140ml,SAC,302,7,0,"2,40 €"
,403091701120,0,Sate Sauce,320ml,SAC,302,7,0,"2,15 €"
,403091700560,0,Thai Chili Sauce,200ml,SAC,302,7,0,"2,09 €"
,403091702670,0,Thai Mango Sauce,220ml,SAC,302,7,0,"2,09 €"
,426002836077,0,Bioreal Vollkorn Hefeflocken,100g,AGR,301,7,0,"3,39 €"
,401846260110,0,Gemüsebrühe ohne Hefeextrakt,kg,BYO,301,7,0,"8,60 €"
,401846260120,0,Gemüsebrühe m. Bio Hefeextrakt,kg,BYO,301,7,0,"14,90 €"
,13632,0,Fruchtmischung Obstsalat mit Pfirsich,Kg,,303,7,0,"77,02 €"
,344502022270,0,Olivenöl fruchtig nativ extra,"0,5l",BPL,1000,7,0,"6,89 €"
,10857,0,Palmkohl,kg,,101,7,0,"4,20 €"
,344502022350,0,Olivenöl mild nativ extra,1l,BPL,302,7,0,"13,99 €"
,344502000177,0,Brat Olivenöl,1l,BPL,302,7,0,"13,99 €"
,520242312118,0,Olivenöl nativ extra Selection,"0,5l",MAN,302,7,0,"8,35 €"
,520242330017,0,Olivenöl g.U. Kalamata,"0,5l",MAN,302,7,0,"9,28 €"
,520242330008,0,Olivenöl Messara g.U. Kreta,"0,5l",MAN,302,7,0,"10,80 €"
,426014626009,0,Rapsöl,"0,5l",KBO,302,7,0,"3,90 €"
,426014626005,0,Leindotteröl,"0,25l",KBO,1000,7,0,"4,33 €"
,427000357460,0,Kürbiskernöl,"0,25l",sch,302,7,0,"7,69 €"
,900662950002,0,Kürbiskernöl,250ml,stg,302,7,0,"6,25 €"
,425008575836,0,Kokosöl,500ml,GRN,302,7,0,"3,65 €"
,344502021050,0,Sonnenblumenöl nativ,1l,BPL,302,7,0,"4,55 €"
,344502024070,0,Sesamöl nativ,"0,5l",BPL,302,7,0,"7,15 €"
,426035558049,0,Rapsöl nativ,"0,5l",BPL,800,7,0,"3,59 €"
,426038903012,0,Leinöl,250ml,AÖM,302,7,0,"5,05 €"
,344502020450,0,Bratöl gedämpft,1l,BPL,302,7,0,"4,55 €"
,344502020528,0,Kokosöl nativ,"0,2l",BPL,302,7,0,"2,14 €"
,344502020556,0,Kokosöl nativ,"0,4l",BPL,302,7,0,"3,50 €"
,10654,0,Anhänger Stoff,St,,600,7,0,"0,00 €"
,401846240140,0,Bratöl Exquisit,"0,5l",BYO,1000,7,0,"3,85 €"
,426014626030,0,Hanföl,250ml,AÖM,302,7,0,"6,11 €"
,426035558053,0,Kokosfett mild gedämpft,"0,4l",BPL,302,7,0,"3,45 €"
,401553300265,0,Apfelessig naturtrüb,"0,75l",VOE,1000,7,0,"2,14 €"
,410606001808,0,Apfelessig naturtrüb,"0,75l",BEU,302,7,0,"1,96 €"
,410606003828,0,Kräuteressig,"0,75l",BEU,302,7,0,"1,75 €"
,401846244100,0,Rotweinessig,"0,5l",BYO,302,7,0,"2,57 €"
,410606001818,0,Weißweinessig Chardonnay,"0,75l",BEU,302,7,0,"2,64 €"
,426000081064,0,Aceto Balsamico di Modena IGP,"0,5l",svi,302,7,0,"5,15 €"
,426000081065,0,Condimento Balsamico bianco,"0,5l",svi,302,7,0,"5,15 €"
,871357627162,0,Shoyu Sojasauce,250ml,TER,302,7,0,"2,87 €"
,871357627124,0,Tamari Sojasauce,250ml,TER,302,7,0,"3,66 €"
,871357617326,0,Mirin süsser Reiswein,250ml,TER,302,7,0,"4,08 €"
,871357627441,0,Sesamöl geröstet,250ml,TER,302,7,0,"5,70 €"
,871357617325,0,Genmai Su Sushi Essig ungesüßt,250ml,TER,302,7,0,"2,79 €"
,871357617339,0,Sushi Ingwer,190g,TER,302,7,0,"2,47 €"
,871357627146,0,Genmai Miso unpasteurisiert,350g,TER,300,7,0,"4,99 €"
,12123,0,Quitten,kg,,101,7,0,"3,30 €"
,12149,0,"Gute Laune Tee, Bio",kg,,502,7,0,"41,35 €"
,426005016010,0,Steinsalz fein,kg,bic,301,7,0,"0,86 €"
,803258428006,0,Feines Meersalz aus Sizilien,1kg,pbr,800,7,0,"0,85 €"
,803258428005,0,Grobes Meersalz aus Sizilien,1kg,pbr,301,7,0,"0,85 €"
,12195,0,Romanesco,St,,101,7,0,"2,50 €"
,10656,0,Azukibohnen bio,kg,,304,7,0,"4,79 €"
,400282415094,0,Veganer Block,250g,LAN,102,7,0,"1,72 €"
,12164,0,"Pistazien mit Schale, geröstet, gesalzen",kg,RAP,303,7,0,"19,99 €"
,401973600885,0,Zwergen Streich,180g,ZWE,302,7,0,"1,85 €"
,12261,0,Bayerischer Tofu,200g,,100,7,0,"2,60 €"
,401933947255,0,Sojaschnetzel fein,Kg,,304,7,0,"7,15 €"
,426069772057,0,Petersilie,St,,600,7,0,"2,29 €"
,426069772011,0,Feldsalat Samen,St,,600,7,0,"2,29 €"
,426069772055,0,Kopfsalat,St,,600,7,0,"1,28 €"
,426075899289,0,Agavendicksaft,690g,bana,401,7,0,"4,50 €"
,12130,0,Ingwer Peru,kg,,101,7,0,"5,20 €"
,400840875481,0,Rosmarin geschnitten Bio,kg,NEB,301,7,0,"13,75 €"
,400840879801,0,Wacholderbeeren ganz Bio,kg,NEB,301,7,0,"19,90 €"
,400840871741,0,Fenchelsamen ganz ,kg,NEB,301,7,0,"8,90 €"
,401234616360,0,Muskatnüsse ganz Bio,kg,LEB,301,7,0,"33,30 €"
,400840876891,0,Thymian gerebelt,kg,NEB,301,7,0,"20,40 €"
,400840873910,0,Lorbeerblätter Bio,kg,NEB,301,7,0,"22,30 €"
,400840879101,0,Curry süß,kg,NEB,301,7,0,"21,60 €"
,401234616420,0,Zimtstangen Bio,kg,LEB,301,7,0,"23,50 €"
,426011229427,0,Senfsauce Feige,125ml,mks,302,7,0,"3,16 €"
,426011229507,0,Honig Senf,125ml,mks,302,7,0,"1,90 €"
,426011229509,0,Trüffel Senf,125ml,mks,302,7,0,"1,90 €"
,426011229495,0,Meerrettich Senf,125ml,mks,302,7,0,"1,86 €"
,426011229487,0,Feigen Senf,125ml,mks,302,7,0,"1,90 €"
,426011229483,0,Dijonsenf,125ml,mks,302,7,0,"1,86 €"
,426011229126,0,Jubiläumssenf Süß Hausmacher,200ml,mks,302,7,0,"1,62 €"
,401846216140,0,Feigensenf,125ml,BYO,302,7,0,"2,22 €"
,401846216055,0,Meerrettich tafelfertig,100g,BYO,302,7,0,"2,35 €"
,401846216057,0,Sahne Meerrettich,95g,BYO,302,7,0,"2,48 €"
,402746800001,0,Tafelmeerrettich im Glas,125g,ERH,302,7,0,"1,62 €"
,426000418254,0,Hanfaufstrich Pikant,135g,CHN,302,7,0,"3,45 €"
,426000418255,0,Hanfaufstrich Indisch,135g,CHN,302,7,0,"3,45 €"
,426000418256,0,Hanfaufstrich Mediterran,135g,CHN,302,7,0,"3,45 €"
,426000418257,0,Hanfaufstrich Heimisch,135g,CHN,300,7,0,"3,45 €"
,426000418342,0,Hanfaufstrich Orientalisch,135g,CHN,302,7,0,"3,55 €"
,426000418343,0,Hanfaufstrich Meerrettich Apfe,135g,CHN,302,7,0,"3,55 €"
,520242328183,0,Kalamata Oliven Paste,180g,MAN,302,7,0,"2,78 €"
,520242318003,0,Tomaten Paste sonnengereift,180g,MAN,302,7,0,"3,09 €"
,401973600621,0,Streich´s drauf Arrabitom,160g,ZWE,302,7,0,"1,50 €"
,401973601468,0,Papayango 135 g,135,ZWE,302,7,0,"1,50 €"
,401973600749,0,Streich´s drauf Ingwery,135g,ZWE,302,7,0,"1,50 €"
,520242312333,0,Grüne & Kalamati Oliven,St,ÖKL,1000,7,0,"2,65 €"
,401973601454,0,Streich´s drauf Mepfel,135g,ZWE,302,7,0,"1,50 €"
,401973600737,0,Streich´s drauf Papucchini,160g,ZWE,302,7,0,"1,50 €"
,426039779153,0,Zungenreiniger,St,Hydr,0,19,0,"0,92 €"
,401973600765,0,Gelbie,160g,ZWE,302,7,0,"1,87 €"
,401973600767,0,Streich´s drauf Thayenne,160g,ZWE,302,7,0,"1,50 €"
,401973601024,0,Streich´s drauf Tomapeno,160g,ZWE,302,7,0,"1,50 €"
,401973601462,0,Streich´s drauf Meditom,135 g,ZWE,302,7,0,"1,58 €"
,401973601472,0,Streich´s drauf Kürbi,135g,ZWE,302,7,0,"1,58 €"
,401973601080,0,Streich´s drauf Currika,160g,ZWE,302,7,0,"1,50 €"
,11099,0,Sunny Sports Shampoo Duschgel,kg,CMD,602,19,0,"13,03 €"
,403091700140,0,Mango Chutney,200g,SAC,302,7,0,"2,20 €"
,403091700480,0,Tandoori Curry Paste,190g,SAC,302,7,0,"2,50 €"
,403091700500,0,Red Thai Curry Paste,190g,SAC,302,7,0,"2,25 €"
,403091700520,0,Green Thai Curry Paste,190g,SAC,302,7,0,"2,50 €"
,403091700540,0,Sambal Olek Würzpaste,125g,SAC,302,7,0,"2,09 €"
,400930973171,0,Wild Preiselbeeren,220g,MAR,401,7,0,"2,52 €"
,599800870061,0,Zwetschgenmus,220g,TAR,401,7,0,"3,22 €"
,599800870064,0,Sauerkirschmus,220g,TAR,401,7,0,"3,04 €"
,599800870065,0,Aprikosenmus,210g,TAR,302,7,0,"3,22 €"
,599800870062,0,Zwetschgenpowidl,250g,TAR,401,7,0,"3,22 €"
,599800870067,0,Quittenmus,200g,TAR,401,7,0,"3,22 €"
,401624913937,0,Aufstrich Erdbeere Rhabarber,250g,ALO,700,7,0,"2,55 €"
,800150500701,0,Aprikose Fruchtaufstrich,250g,RDA,401,7,0,"2,85 €"
,800150500719,0,Zitrone Fruchtaufstrich,260g,RDA,302,7,0,"2,85 €"
,800150500114,0,Citrus Ingwer Mix Aufstrich,260g,RDA,700,7,0,"2,85 €"
,800150500711,0,Hagebutte Fruchtaufstrich,250g,RDA,700,7,0,"2,79 €"
,800150500703,0,Bittere Orange Fruchtaufstrich,260g,RDA,401,7,0,"2,85 €"
,805257509054,0,Nocciolata Crema,650g,RDA,401,7,0,"8,15 €"
,800150500401,0,Nocciolata Crema milchfrei,250g,RDA,401,7,0,"3,80 €"
,805257509057,0,Nocciolata Crema milchfrei,650g,RDA,401,7,0,"8,15 €"
,800150500258,0,Nocciolata Bianca,270g,RDA,401,7,0,"3,47 €"
,426009135027,0,Erdbeere Rhabarber Fruchtaufst,200g,DBB,401,7,0,"2,49 €"
,871357610080,0,Tahin dark,250g,TER,302,7,0,"3,15 €"
,871243903090,0,Tahin Sesammus mit Salz,330g,MKI,401,7,0,"3,24 €"
,871243903200,0,Kürbiskernmus,330g,MKI,304,7,0,"4,77 €"
,871243903070,0,Erdnussmus,650g,MKI,302,7,0,"4,96 €"
,871357600342,0,Erdnussmus Crunchy,500g,TER,302,7,0,"3,28 €"
,401624900967,0,Agavendicksaft,1kg,ALO,401,7,0,"10,50 €"
,425008577846,0,Agavendicksaft,1000ml,GRN,401,7,0,"5,79 €"
,402429734933,0,Ahornsirup Grad C,250ml,NAT,401,7,0,"4,95 €"
,401553301410,0,Himbeersirup,"0,5l",VOE,401,7,0,"4,18 €"
,401553302315,0,Rhabarber Sirup,"0,5l",VOE,501,7,0,"3,40 €"
,401553301411,0,Cassis Sirup,"0,5l",VOE,501,7,0,"3,40 €"
,401553301414,0,Holunderblüten Sirup,"0,5l",VOE,401,7,0,"3,40 €"
,403542161007,0,Dattelsirup,180g,NAF,401,7,0,"3,33 €"
,401933985145,0,Rohrohrzucker,kg,DAV,401,7,0,"1,99 €"
,402429734045,0,Puderzucker aus Rohrohrzucker,200g,NAT,401,7,0,"1,41 €"
,426013944694,0,Vollmilchkuvertüre,kg,RAP,401,7,0,"13,39 €"
,426013944754,0,Zartbitterkuvertüre,kg,RAP,401,7,0,"14,35 €"
,10701,0,Reinweinstein Backpulver,kg,BTH,401,7,0,"5,19 €"
,12132,0,Haselnüsse in der Schale,kg,,303,7,0,"7,50 €"
,402429733020,0,Bourbon Vanille gemahlen,10g,NAT,301,7,0,"5,19 €"
,12133,0,Maronen Marigoule,kg,,101,7,0,"3,50 €"
,400539411566,0,Bourbon Vanille im Glas,15g,BVE,401,7,0,"6,81 €"
,12134,0,Walnüsse Grenoble,kg,,101,7,0,"6,45 €"
,400539411026,0,Hefe Meister Backhefe,1000g,BVE,401,7,0,"99,50 €"
,404401939021,0,Kokosblüten Zucker,200g,MOR,401,7,0,"2,32 €"
,400604030751,0,Zitronat lose gewürfelt,kg,RAP,401,7,0,"9,40 €"
,400604030750,0,Orangeat lose gewürfelt,kg,RAP,401,7,0,"7,55 €"
,401846217250,0,Gourmet Pudding Vanille,kg,BYO,401,7,0,"16,30 €"
,401846217350,0,Schokopudding,kg,BYO,401,7,0,"13,60 €"
,426022165012,0,Spargel grün 500g,St,br,101,7,0,"6,90 €"
,12292,0,FaceBit,St,,602,19,0,"4,05 €"
,12293,0,"Hibiskustee, Bio",kg,,502,7,0,"22,05 €"
,12110,0,"Basenfrüchtetee, Bio",kg,,502,7,0,"23,55 €"
,12294,0,"Kinderfrüchtetee, Bio",kg,,502,7,0,"25,20 €"
,978340673177,0,der stumme Frühling,St,,605,7,0,"12,61 €"
,11510,0,Sunny Sports Körperlotion,kg,CMD,602,19,0,"20,10 €"
,12206,0,Wachsmaler Hautfarbe,St,,606,19,0,"6,30 €"
,12208,0,Zimtschnecke Bio,St,BROT,104,7,0,"1,50 €"
,426074197160,0,feste Handcreme Bienenwachs,St,,602,19,0,"6,45 €"
,427000168092,0,feste Handcreme nachfüller,St,,602,19,0,"4,95 €"
,427000168096,0,vegane Handcreme nachfüller,St,,602,19,0,"4,95 €"
,12210,0,Lebkuchen,St,,104,7,0,"1,47 €"
,426000764166,0,Aleppo Seife,St,,602,19,0,"2,81 €"
,12115,0,Sonstiges 7 % MwSt,Stk,,606,7,0,"0,01 €"
,402694100405,0,Sauerkraut mild,680g,BOY,302,7,0,"1,78 €"
,12230,0,"Pfand 0,25€ 7%",St,,9999,7,0,"0,23 €"
,400930955269,0,Kichererbsen im Pfandglas,320g,MAR,302,7,0,"2,12 €"
,400930951272,0,Kidneybohnen im Pfandglas,St,MAR,302,7,0,"2,20 €"
,427000170170,0,Sonnencreme,60g,,602,19,0,"12,00 €"
,12392,0,"Ananas Achtel, Bio",kg,,303,7,0,"17,85 €"
,13607,0,KBO Beton Zwerg,St,,600,7,0,"8,00 €"
,978340779496,0,,,,,7,0,"6,53 €"
,402429746738,0,Kakaopulver stark entölt,125g,NAT,1100,7,0,"2,14 €"
,425006871227,0,Artesia Mineralwasser spritzig,"0,5l",art,501,19,0,"0,44 €"
,10658,0,Jo Frutti Jogurtfruchtgummi,Kg,,400,7,0,"11,90 €"
,10710,0,Plose Mineralwasser still,"0,75l",PLO,501,19,0,"0,85 €"
,426032215071,0,Tonic Water Monaco,St,,500,19,0,"1,40 €"
,401553301420,0,Apfelsaft klar,1l,VOE,501,19,0,"2,05 €"
,426037459101,0,Apfelsaft,1l,NLA,501,19,0,"1,88 €"
,426037459109,0,Birnensaft,1l,NLA,501,19,0,"2,49 €"
,426037459104,0,Apfel Johannisbeersaft,1l,NLA,501,19,0,"2,77 €"
,426037459102,0,Apfel Mangosaft,1l,NLA,501,19,0,"2,77 €"
,426037459107,0,Rhabarber Nektar,1l,NLA,501,19,0,"3,06 €"
,426037459106,0,Johannisbeer Nektar,1l,NLA,501,19,0,"3,06 €"
,426037459111,0,Orangensaft,1l,NLA,501,19,0,"3,06 €"
,426037459130,0,Apfelschorle,"0,5l",NLA,501,19,0,"0,94 €"
,426037459131,0,Apfel Johannisbeere Schorle,"0,5l",NLA,501,19,0,"1,05 €"
,426037459132,0,Apfel Mango Schorle,"0,5l",NLA,501,19,0,"1,06 €"
,426037459160,0,Holunderblütenschorle,"0,5l",NLA,501,19,0,"1,05 €"
,426037459162,0,Rhabarberschorle,"0,5l",NLA,501,19,0,"1,12 €"
,401553300076,0,Birnensaft klar,"0,7l",VOE,501,19,0,"1,90 €"
,401553300063,0,Orangensaft,"0,7l",VOE,501,7,0,"2,65 €"
,940269131234,0,Rollenbutter Öma,St,ÖMA,102,7,0,"11,60 €"
,10661,0,"Dampfmohn, bio",kg,,104,7,0,"12,85 €"
,401553300067,0,7 Zwerge Kindersaft,"0,7l",VOE,1200,19,0,"2,29 €"
,401553303025,0,Heimischer Multi,"0,7l",VOE,501,19,0,"2,09 €"
,401553303210,0,Heimischer Multi gelb,"0,75l",VOE,501,19,0,"2,29 €"
,401553301080,0,Apfel Waldbeeren Schorle,"0,5l",VOE,501,19,0,"1,21 €"
,401553303069,0,Sauerkirschen Trunk,"0,7l",VOE,501,19,0,"2,45 €"
,10148,0,vegane helle Schoko 42%,kg,,402,7,0,"17,72 €"
,401553300467,0,7 Zwerge Kindersaft,"0,2l",VOE,1200,19,0,"0,99 €"
,10147,0,Mandeln blanchiert,kg,,303,7,0,"16,39 €"
,401553303089,0,Ingwersaft,"0,2l",VOE,501,19,0,"3,11 €"
,401553300464,0,Zitronensaft,"0,2l",VOE,501,19,0,"1,11 €"
,401553301082,0,Apfel Mango Saft,"0,2l",VOE,1200,19,0,"0,97 €"
,401553301426,0,Limettensaft,"0,2l",VOE,501,19,0,"1,43 €"
,401553301394,0,Rote Beeren Multi Saft,"0,75l",VOE,1200,19,0,"3,19 €"
,401553302773,0,Eistee Himbeer & Hibiskus fair,"0,5l",VOE,501,19,0,"1,31 €"
,401553300022,0,Gemüsesaft Komposition,"0,7l",VOE,501,19,0,"2,11 €"
,401553300034,0,Möhrensaft feldfrisch,"0,7l",VOE,501,19,0,"1,91 €"
,401553303744,0,Shot Ingwer,"0,28l",VOE,501,19,0,"2,63 €"
,401553303742,0,Shot Ingwer Kurkuma,"0,28l",VOE,501,19,0,"2,63 €"
,401553300039,0,Rote Bete Most milchsauer,"0,7l",VOE,501,19,0,"1,91 €"
,401553300040,0,Sauerkrautsaft,"0,7l",VOE,501,19,0,"2,11 €"
,401553301005,0,Fitness Cocktail,"0,7l",VOE,501,19,0,"2,11 €"
,410606007393,0,Zitronen Ingwer Saft,"0,7l",BEU,501,19,0,"1,80 €"
,410606003598,0,Kombucha,"0,75l",BEU,102,19,0,"2,79 €"
,401553303305,0,Kombucha Original,"0,33l",VOE,501,19,0,"1,28 €"
,401553303301,0,Kombucha Sauerkirsche Minze,"0,33l",VOE,501,19,0,"1,28 €"
,410606004940,0,Limettensaft,"0,2l",BEU,501,19,0,"1,34 €"
,410606007385,0,Heimischer Multi,"0,7l",BEU,501,19,0,"2,28 €"
,410606001032,0,Zitronensaft demeter,"0,2l",BEU,1200,19,0,"1,08 €"
,402182908081,0,Orangensaft Direktsaft,"0,2l",BEU,501,19,0,"0,88 €"
,410606007037,0,Gemüsecocktail samenfest,"0,7l",BEU,501,19,0,"1,95 €"
,410606004011,0,Cranberry Fruchttrunk,"0,7l",BEU,501,19,0,"3,05 €"
,410606007134,0,Cranberry Saft,"0,7l",BEU,501,19,0,"4,85 €"
,410606004106,0,Karottensaft milchsauer,"0,7l",BEU,501,19,0,"1,80 €"
,410606093853,0,Apfeldicksaft,"0,33l",BEU,401,19,0,"2,86 €"
,410606004320,0,Karottensaft Rodelika,"0,2l",BEU,1200,19,0,"0,90 €"
,410606004674,0,Tomatensaft,"0,7l",BEU,501,19,0,"1,82 €"
,410606004318,0,Rote Bete Saft samenfest,"0,7l",BEU,501,19,0,"1,80 €"
,410606007376,0,Traubensaft rot Merlot,"0,7l",BEU,501,19,0,"1,94 €"
,410606001447,0,Sauerkirsche Fruchttrunk,"0,7l",BEU,501,19,0,"3,35 €"
,410606004621,0,Holundersaft naturtrüb,"0,7l",BEU,501,19,0,"3,09 €"
,401553310068,0,Bio Zisch Bitter Lemon,"0,7l",VOE,1200,19,0,"1,60 €"
,402701301601,0,Dinkel Radler alkoholfrei,"0,33l",RBB,501,19,0,"0,85 €"
,401285200173,0,Lammsbräu Radler alkoholfrei,"0,33l",NEU,501,19,0,"0,75 €"
,402701305003,0,Pure Holunder Ingwer,"0,33l",RBB,501,19,0,"0,90 €"
,402701305203,0,Pure Kirsche Aronia,"0,33l",RBB,501,19,0,"0,90 €"
,402701305103,0,Pure Bitter Orange,"0,33l",RBB,501,19,0,"0,90 €"
,402701305303,0,Pure Rhabarber Cassis,"0,33l",RBB,501,19,0,"0,90 €"
,4220186,0,ChariTea Black,"0,33l",lem,501,19,0,"1,22 €"
,4225431,0,LemonAid Blutorange,"0,33l",lem,501,19,0,"1,22 €"
,4225430,0,ChariTea Mate,"0,33l",lem,501,19,0,"1,22 €"
,4234589,0,LemonAid Ingwer,"0,33l",lem,501,19,0,"1,22 €"
,401285220420,0,now Black Cola,"0,33l",NOW,501,19,0,"0,72 €"
,401285220423,0,now Fresh Lemon,"0,33l",NOW,501,19,0,"0,75 €"
,401285220424,0,now Sunny Orange,"0,33l",NOW,501,19,0,"0,75 €"
,401285220425,0,now Red Berry,"0,33l",NOW,501,19,0,"0,75 €"
,401285220426,0,now Orange Cola,"0,33l",NOW,501,19,0,"0,75 €"
,401285220427,0,now Grape Fruit,"0,33l",NOW,501,19,0,"0,75 €"
,401285220484,0,now Pink Rhabarber,"0,33l",NOW,501,19,0,"0,75 €"
,401553301956,0,Bio Zisch Zitrone,"0,33l",VOE,1200,19,0,"0,89 €"
,401553302081,0,Bio Zisch Blutorange,"0,33l",VOE,1200,19,0,"0,89 €"
,401285200177,0,Lammsbräu Alkoholfrei & Holler,"0,33l",NEU,501,19,0,"0,75 €"
,401285200163,0,Lammsbräu Dunkle Weiße alkfr.,"0,5l",NEU,501,19,0,"0,99 €"
,401285200155,0,Lammsbräu Dunkle Weiße,"0,5l",NEU,501,19,0,"0,99 €"
,401285200165,0,Lammsbräu alkoholfrei,"0,33l",NEU,501,19,0,"0,75 €"
,401285200158,0,Lammsbräu Bio Hell alkoholfrei,"0,5l",NEU,501,19,0,"0,84 €"
,401285200195,0,Lammsbräu Fastenbier,"0,33l",NEU,501,19,0,"0,79 €"
,402701300603,0,Riedenburger Keller Pils,"0,33l",RBB,501,19,0,"0,89 €"
,402701304003,0,Riedenburger Dolden Null,"0,33l",RBB,501,19,0,"1,23 €"
,401285200169,0,Lammsbräu glutenfrei,"0,33l",NEU,501,19,0,"0,95 €"
,401285200168,0,Lammsbräu glutenfrei alkoholfr,"0,33l",NEU,501,19,0,"0,95 €"
,402543510115,0,Lagerbier Zwickl,"0,5l",sst,1200,19,0,"0,98 €"
,402543510117,0,Lagerbier Zwickl alkoholfrei,"0,5l",SBS,501,19,0,"0,93 €"
,426057497000,0,Haderner Helles Bier,"0,5l",had,501,19,0,"1,26 €"
,426057497002,0,Haderner Weißbier,"0,5l",had,501,19,0,"1,29 €"
,426057497001,0,Haderner Dunkles Bier,"0,5l",had,501,19,0,"1,29 €"
,426057497003,0,Haderner IPA,"0,33l",had,501,19,0,"1,94 €"
,426057497008,0,Haderner Kellerbier alkoholfre,"0,5l",had,501,19,0,"1,36 €"
